local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Wexford,2021-05-10,"Affordable Housing Bill, as the implementation of a similar bill elsewhere has resulted in an","Proposed by Cllr. O’Súilleabháin, seconded by Cllr. D. Hynes and agreed by all County Council Meeting 10.05.21 Page 7 of 9 11.2 Cllr. J. O'Rourke ""I call on Wexford County Council to write to the Minister asking that maternity leave b",O’Súilleabháin,D. Hynes and agreed by all,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"""I call on Wexford County Council to write to the Minister asking that maternity leave be","Proposed by Cllr. O’Rourke, seconded by Cllr. J. Owens and agreed by all 11.3 Cllr. J. Fleming ""That this Council calls on the Minister for Social Protection Community and Rural Development Heather Humphries to increase the children's allowance ag",O’Rourke,J. Owens and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,21 years for students in full time education and students in apprenticeships to help with,"Proposed by Cllr. O’Rourke, seconded by Cllr. J. Owens and agreed by all 11.4 Cllrs, D. Devereux, A. Donohue, K. Codd Nolan, C. Byrne, O. Walsh, B. Murphy, F. Staples, J. Moore. 'That motions submitted by Elected Members, which if approved could resu",O’Rourke,J. Owens and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,This COVID support is urgently required to support and acknowledge these strategic,"Proposed by Cllr. J. Moore, seconded by Cllr. L. Kelly and agreed by all 11.6 Cllr. T. Forde ""This councils calls on Fianna Fáil Minister Darragh O'Brien to end the practice of including payments such as the Working Family Payment (WFP) as a means of",J. Moore,L. Kelly and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"""This councils calls on Fianna Fáil Minister Darragh O'Brien to end the practice of including","Proposed by Cllr. T. Forde, seconded by Cllr. G. Lawlor and agreed by all. 11.7 Cllr. G. Carthy ""The Rosslare Municipal District call on the Executive of Wexford County Council to proceed with the planning application for the proposed Rosslare Harbo",T. Forde,G. Lawlor and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"Rosslare Harbour to Wexford Town, and that the current feasibility and design of the","Proposed by Cllr. G. Carthy, seconded by Cllr. L. Kelly. An amendment to the Motion was proposed by Cllr. M. Whelan to remove the references to “Wellingtonbridge” and replace with “Waterford”. The amendment was seconded by Cllr. M. Bell. The amended Moti",G. Carthy,L. Kelly,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"It being past 5.30pm, and","on the proposal of Cllr. M. Whelan, seconded by Cllr. P. Barden, the Council agreed to suspend Standing Orders to allow the meeting to continue. Mr. Lavin responded to the Members queries, following which the Cathaoirleach thanked Mr. Lavin for his inform",M. Whelan,P. Barden,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,,"County Council Meeting – 8th March, 2021","On the proposal of Cllr. J. Fleming, seconded by Cllr. G. Lawlor the Council resolved to adopt the above Minutes. Matters Arising: The following amendments to the Minutes were agreed: • Votes of Congratulations - Mahon Family should read Mahoney Fa",J. Fleming,G. Lawlor,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"Proposed disposal of a property at Portersgate, Fethard On Sea, Co. Wexford.","On the proposal of Cllr. J. Fleming, seconded by Cllr. P. Barden and agreed by all, it was resolved to dispose of the above lands in accordance with the terms of the Section 183 Notice as circulated 3.2 Proposed intention to lease a plot of land at Mars",J. Fleming,P. Barden and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,Wexford.,"On the proposal of Cllr. M. Whelan, seconded by Cllr. M. Sheehan and agreed by all, it was resolved to lease the above lands in accordance with the terms of the Section 183 Notice as circulated. 4. Agreements between Wexford County Council and (a) Tipper",M. Whelan,M. Sheehan and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"Hore, DoS,","on the proposal of Cllr. M. Sheehan, seconded by Cllr. M. Farrell and agreed by all, it was resolved to enter into Section 85 Agreements with Tipperary County Council and with Kilkenny County Council as set out above. County Council Meeting 12.04.21 ",M. Sheehan,M. Farrell and agreed by,,water_sewer,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,The Chief Executive’s report included details of additional expenditure incurred in the,"On the proposal of Cllr. M. Sheehan seconded by Cllr. M. Whelan, and agreed by all, the Members resolved to approve this additional expenditure in accordance with Section 104 of the Local Government Act 2000 (as amended) Ms. O Neill responded to the Membe",M. Sheehan,M. Whelan,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"Change, Environment, and Biodiversity SPC replacing Mr. Ned Lyng","On the proposal of Cllr. J. Fleming, seconded by Cllr. P. Breen and agreed by all, the Council resolved to appoint Mr. Brennan to the Climate Change, Environment, and Biodiversity SPC as outlined above. County Council Meeting 12.04.21 Page 6 of 7 ",J. Fleming,P. Breen and agreed by all,,environment_climate,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"Following consideration of the report of A/DoS Ms. Carolyne Godkin, and","on the proposal of Cllr. M. Sheehan, seconded by Cllr. Farrell and agreed by all, the members resolved to nominate the Cathaoirleach of the day to Wexford Comhairle na nÓg. 9. Chief Executive’s Report The Members raised a number of matters which were ",M. Sheehan,Farrell and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"It being 5.30pm, and","on the proposal of Cllr. J. Fleming, seconded by Cllr. M. Sheehan and agreed by all, Standing Orders were suspended to allow the meeting to continue until 6.00pm. • Financial support to Charter Boat Industry – Council waiving harbour fees for 2021 • Elect",J. Fleming,M. Sheehan and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"It being 6.00pm, and","on the proposal of Cllr. M. Sheehan, seconded by Cllr. M. Farrell and agreed by all, Standing Orders were suspended to allow the meeting to continue and the consideration of the Chief Executive’s Report to be completed • Murphy Floods Hotel Enniscorthy – ",M. Sheehan,M. Farrell and agreed,,water_sewer,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,text
Wexford,,"County Council Meeting – 8 February, 2021","On the proposal of Cllr. G. Lawlor, seconded by Cllr. P. Breen the Council resolved to adopt the above Minutes. Matters Arising: Councilors Walsh, Sullivan and Bolger asked that Item 10. of the Minutes be amended to reflect the fact that they vot",G. Lawlor,P. Breen,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,"LAC2005 – Upgrade the existing Ferndale Park with the following: Car park, single","On the proposal of Cllr. G. Lawlor, seconded by Cllr. P. Breen the Council agreed to that the proposed development should be carried out as recommended in the report of the Chief Executive as circulated. 4. Bye-Laws for the Regulation of all Open Burial Gr",G. Lawlor,P. Breen,,roads_traffic | burial_community,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,Wexford County Council.,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. D. Hynes the Council resolved to make the above Byelaws in accordance with the draft byelaws as circulated, in accordance with Part 19 of the Local Government Act as amended. 5. Bye-Laws for the regul",M. Sheehan,D. Hynes,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,Bye-Laws for the regulation and control of the consumption of intoxicating liquor within,"On the proposal of Cllr. BA Murphy, seconded by Cllr. M. Whelan, the Council resolved to make the above Byelaws in accordance with the draft byelaws as circulated, in accordance with Part 19 of the Local Government Act as amended. County Council Meeti",BA Murphy,M. Whelan,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,"Having considered the report of the Head of Finance as circulated, and","on the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Moore, the Council resolved to approve the borrowing of €7,430,000 to fund the 2021 Housing Mortgage Programme, in accordance with Section 106 of the Local Government Act, 2001. 7. 3-Year Capital ",G. Lawlor,J. Moore,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,Meeting of Protocol Committee 08.02.2021 – Consideration of Minutes and,"proposal of Cllr. L. Kelly, seconded by Cllr. F. Ó Súilleabháin, the Council noted and approved the Minutes of the Protocol Committee, including the recommendations therein. County Council Meeting 08.03.21 Page 5 of 10 9. Chief Executiv",L. Kelly,F. Ó Súilleabháin,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,10.1  Minutes of CPG Meeting 01.03.2021,"Proposed by Cllr. Barden, seconded by Cllr. P. Breen and agreed County Council Meeting 08.03.21 Page 6 of 10 11. Minutes of Meetings (For Noting): 11.1 New Ross Municipal District Meeting – 13.01.2021 11.2 Gorey Kilmuckridge Municipal",Barden,P. Breen and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,"It now being 5.30pm, and","on the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Owens, the Members agreed to suspend Standing Orders to allow the Meeting to continue. 13. Notices of Motion 13.1 Cllr. L. Kelly ""That Wexford County Council will write to the Ministe",G. Lawlor,J. Owens,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,"Following debate, and","on the proposal of Cllr. L. McDonald, seconded by Cllr. M. Sheehan the Motion was amended as follows: ""That Wexford County Council welcomes the decision of the Government to refer the proposed CETA trade agreement to an Oireachtas Joint Committee by the G",L. McDonald,M. Sheehan,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,The Motion was,"proposed by Cllr. Moore, seconded by Cllr. Staples and agreed by all. 13.4 Cllr. M. Sheehan “That this Council calls on the Minister for Housing and Local Government to order a review of the income limits and eligibility criteria for the Housing Assi",Moore,Staples and agreed by all,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,text
Wexford,,Members of the Housing Team responded to the queries raised above.,"On the proposal of Cllr. McDonald, seconded by Cllr. D. Hynes, it was agreed that the Council would document a step-by-step process for the management of homeless presentations. It was further agreed that the Minister for Housing, Local Government and Heri",McDonald,D. Hynes,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-22.02.21-Minutes.pdf,text
Wexford,,"County Council Meeting – 11 January, 2021","On the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Codd the Council resolved to adopt the above Minutes. County Council Meeting 08.02.21 Page 3 of 10 Matters Arising: Test Centre: Cllr. J. Owens and Cllr. C. Byrne, while acknow",G. Lawlor,J. Codd,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,text
Wexford,,"Proposed disposal of a plot of land at Mauldintown, Wexford.  (Plot A)","On the proposal of Cllr. G. Lawlor seconded by Cllr. L. Kelly, the Council resolved that the proposed disposal should be carried out in accordance with the Notice as circulated. 2.2 Proposed disposal of a plot of land at Mauldintown, Wexford",G. Lawlor,L. Kelly,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,text
Wexford,,199 of the Local Government Act 2001,"On the proposal of Cllr. O. Walsh seconded by Cllr. M. Farrell, the Council resolved that the Draft Beach Byelaws be adopted as circulated. It was noted that the draft Beach Byelaws will now go forward to a public consultation process, before returning b",O. Walsh,M. Farrell,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,text
Wexford,,6.2   Minutes of CPG Meeting 01.02.2021,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Sullivan Codd the Council resolved to adopt the above Minutes 7. Minutes of Meetings (For Noting): 7.1 New Ross Municipal District Meeting – 09.12.2020 7.2 Borough District of Wexfo",G. Lawlor,J. Sullivan Codd,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. J. Hegarty, seconded by Cllr. Kenny and agreed unanimously. 9.3 Cllr. D. Hynes “That this government prioritise these ' essential workers' and 'key care partners'. There are 355 thousand family carers in Ireland, over",J. Hegarty,Kenny and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,text
